"","GAME_PLAYED","WIN_RATE","ON_FIRE","ELIS","OBJ_KILLS","OBJ_TIME","DAMAGE","DEATH","SOLO_KILLS","FINAL_BLOWS","BLOCKED","CHARGE","ULT","FIRE","ED","VOTING_CARDS","MEDALS","GOLD","SILVER","BRONZE","PLAYER_ID","WIN","LOSS"
"376",10,0.6,"8.5%","21.40 ","10.10 ","01:40 ","12,755 ","7.70 ","0.20 ","48% ","17,152 ","1.60 ","3.70 ","6.80 ",2.78,"0.60 ",2.8,"1.50 ","0.70 ","0.60 ","Monky-11915",6,4
"377",6,0.6667,"9.8%","28.17 ","11.33 ","03:08 ","17,467 ","9.33 ","0.83 ","44% ","26,006 ","4.17 ","6.00 ","8.33 ",3.02,"1.00 ",2.83,"1.17 ","0.50 ","1.17 ","Monky-11915",4,2
"378",7,0.6667,"19.8%","22.00 ","9.86 ","01:33 ","11,016 ","7.00 ","0.43 ","41% ","19,184 ","2.57 ","3.71 ","7.14 ",3.14,"0.57 ",3.14,"1.14 ","1.00 ","1.00 ","Monky-11915",5,2
"379",7,0.5,"8.7%","27.57 ","13.57 ","03:37 ","18,719 ","11.00 ","0.43 ","47% ","30,138 ","3.00 ","6.43 ","8.43 ",2.51,"0.57 ",3.29,"1.57 ","0.86 ","0.86 ","Monky-11915",4,3
"380",1,0,"12.5%","14.00 ","4.00 ","04:41 ","12,904 ","16.00 ","2.00 ","50% ","23,494 ","1.00 ","3.00 ","1.00 ",0.88,"1.00 ",1,"1.00 ","0.00 ","0.00 ","Monky-11915",0,1
"381",3,1,"7.6%","25.33 ","13.00 ","02:25 ","13,781 ","9.00 ","0.67 ","37% ","19,104 ","1.67 ","5.67 ","7.33 ",2.81,"0.33 ",2.67,"0.67 ","1.67 ","0.33 ","Monky-11915",3,0
"382",1,1,"13.9%","25.00 ","13.00 ","03:53 ","14,858 ","6.00 ","0.00 ","52% ","21,106 ","5.00 ","5.00 ","7.00 ",4.17,"0.00 ",2,"1.00 ","0.00 ","1.00 ","RMEMBR-1388",1,0
"383",2,1,"11.9%","21.00 ","9.00 ","03:09 ","14,454 ","6.00 ","0.50 ","45% ","16,100 ","3.00 ","4.50 ","7.50 ",3.5,"0.50 ",3.5,"1.50 ","1.00 ","0.50 ","RMEMBR-1388",2,0
"384",9,0.7778,"8.9%","24.00 ","12.22 ","02:45 ","15,376 ","9.44 ","0.67 ","50% ","19,487 ","4.11 ","4.67 ","8.00 ",2.54,"0.33 ",3.22,"1.56 ","1.00 ","0.78 ","RMEMBR-1388",7,2
"385",2,0,"5.6%","16.50 ","10.50 ","03:22 ","10,596 ","4.50 ","0.00 ","39% ","15,812 ","0.50 ","4.50 ","6.00 ",3.67,"0.50 ",2.5,"0.50 ","1.00 ","0.50 ","RMEMBR-1388",0,2
"386",1,0,"7.4%","10.00 ","4.00 ","00:43 ","16,135 ","10.00 ","0.00 ","60% ","19,221 ","3.00 ","3.00 ","3.00 ",1,"1.00 ",2,"1.00 ","0.00 ","1.00 ","RMEMBR-1388",0,1
"387",1,0,"19.7%","40.00 ","24.00 ","06:23 ","23,237 ","14.00 ","0.00 ","40% ","23,921 ","7.00 ","12.00 ","10.00 ",2.86,"1.00 ",5,"4.00 ","1.00 ","0.00 ","RMEMBR-1388",0,1
"388",4,0.5,"5.1%","23.50 ","10.75 ","02:43 ","15,962 ","12.50 ","0.25 ","45% ","22,744 ","2.75 ","4.50 ","9.75 ",1.88,"0.25 ",2.75,"0.75 ","1.25 ","0.50 ","Userwet-1852",2,2
"389",1,1,"12.2%","48.00 ","29.00 ","05:35 ","33,638 ","16.00 ","0.00 ","31% ","46,538 ","5.00 ","9.00 ","25.00 ",3,"0.00 ",4,"1.00 ","3.00 ","1.00 ","Userwet-1852",1,0
"390",3,0.6667,"10.4%","26.33 ","10.67 ","03:42 ","16,545 ","12.67 ","0.33 ","39% ","29,450 ","2.67 ","6.33 ","12.67 ",2.08,"1.00 ",3,"1.00 ","0.67 ","1.00 ","Userwet-1852",2,1
"391",3,0.6667,"13.3%","19.67 ","6.00 ","00:51 ","10,247 ","5.00 ","0.00 ","42% ","11,290 ","2.67 ","2.67 ","7.33 ",3.93,"0.33 ",2,"1.00 ","0.67 ","0.33 ","Userwet-1852",2,1
"392",6,0.6667,"8.2%","24.83 ","9.50 ","02:47 ","16,717 ","9.17 ","0.00 ","44% ","22,021 ","3.50 ","3.67 ","11.00 ",2.71,"0.33 ",3,"1.17 ","1.17 ","0.67 ","Userwet-1852",4,2
"393",11,0.6,"12.6%","24.00 ","10.55 ","02:44 ","14,467 ","10.64 ","0.36 ","48% ","19,641 ","3.82 ","4.27 ","8.73 ",2.26,"0.36 ",2.64,"0.82 ","0.82 ","1.00 ","Userwet-1852",7,4
"394",1,0,"13.3%","16.00 ","8.00 ","02:05 ","9,208 ","8.00 ","0.00 ","50% ","9,801 ","3.00 ","7.00 ","7.00 ",2,"0.00 ",2,"1.00 ","0.00 ","0.00 ","Shock-2746",0,1
"395",2,0.5,"30.8%","27.50 ","14.50 ","03:35 ","21,260 ","9.00 ","0.50 ","44% ","17,326 ","1.00 ","5.00 ","5.50 ",3.06,"0.00 ",2,"0.50 ","0.50 ","1.50 ","Shock-2746",1,1
"396",2,1,"16.3%","25.00 ","13.00 ","03:10 ","14,896 ","7.00 ","0.00 ","48% ","23,526 ","3.50 ","5.00 ","9.50 ",3.57,"1.00 ",3.5,"1.00 ","2.00 ","1.00 ","Shock-2746",2,0
"397",3,0.3333,"14.9%","16.33 ","7.00 ","01:46 ","13,878 ","9.67 ","0.00 ","43% ","15,947 ","2.00 ","4.33 ","7.67 ",1.69,"0.00 ",2.67,"1.00 ","1.33 ","0.00 ","Shock-2746",1,2
"398",1,1,"32.3%","25.00 ","3.00 ","00:29 ","14,275 ","4.00 ","0.00 ","44% ","10,928 ","3.00 ","4.00 ","9.00 ",6.25,"0.00 ",3,"2.00 ","0.00 ","1.00 ","Shock-2746",1,0
"399",1,1,"3.0%","44.00 ","22.00 ","05:29 ","22,391 ","14.00 ","1.00 ","23% ","27,811 ","2.00 ","8.00 ","19.00 ",3.14,"0.00 ",5,"1.00 ","2.00 ","2.00 ","Shock-2746",1,0
"400",4,0.25,"1.9%","13.00 ","7.00 ","00:59 ","9,781 ","7.00 ","0.50 ","42% ","13,543 ","1.75 ","3.50 ","4.25 ",1.86,"0.25 ",3,"2.00 ","0.50 ","0.25 ","Savvy-12144",1,3
"401",3,0.6667,"18.5%","24.67 ","13.33 ","04:02 ","15,998 ","8.33 ","0.00 ","42% ","19,669 ","2.67 ","5.67 ","9.33 ",2.96,"0.33 ",2.67,"1.33 ","1.33 ","0.33 ","Savvy-12144",2,1
"402",2,0,"7.2%","18.50 ","8.00 ","04:26 ","15,739 ","11.50 ","1.00 ","59% ","23,344 ","2.00 ","5.00 ","7.50 ",1.61,"0.50 ",4,"3.00 ","1.00 ","0.00 ","Savvy-12144",0,2
"403",2,0.5,"5.6%","14.00 ","3.00 ","01:39 ","8,900 ","10.00 ","0.00 ","46% ","11,512 ","2.00 ","0.50 ","6.50 ",1.4,"0.00 ",3,"1.00 ","1.50 ","1.00 ","Savvy-12144",1,1
"404",3,1,"13.7%","24.33 ","14.33 ","02:20 ","11,708 ","5.33 ","0.33 ","53% ","12,130 ","3.00 ","6.00 ","8.33 ",4.56,"0.67 ",3,"1.00 ","0.67 ","1.33 ","Savvy-12144",3,0
"405",6,0.5,"10.9%","23.67 ","10.00 ","02:16 ","15,795 ","7.33 ","1.50 ","50% ","12,688 ","3.33 ","4.67 ","8.17 ",3.23,"0.17 ",3.17,"1.67 ","0.83 ","0.67 ","Savvy-12144",3,3
"406",9,0.75,"8.4%","26.56 ","8.67 ","02:04 ","14,323 ","10.22 ","0.67 ","54% ","16,973 ","4.11 ","4.56 ","9.78 ",2.6,"0.22 ",2.67,"0.67 ","1.22 ","0.78 ","DAIBu-11507",7,2
"407",6,0.4,"12.0%","23.17 ","8.33 ","02:00 ","14,296 ","9.00 ","0.67 ","42% ","15,913 ","4.33 ","4.67 ","7.17 ",2.57,"0.33 ",2.83,"1.00 ","1.00 ","0.67 ","DAIBu-11507",2,4
"408",13,0.4615,"8.8%","24.85 ","7.00 ","02:23 ","14,644 ","11.69 ","0.62 ","41% ","18,256 ","3.15 ","5.23 ","7.92 ",2.12,"0.23 ",3.38,"0.77 ","1.15 ","1.46 ","DAIBu-11507",6,7
"409",7,0.1429,"9.1%","23.14 ","7.71 ","02:31 ","14,525 ","12.14 ","0.57 ","55% ","19,861 ","3.86 ","4.57 ","8.71 ",1.91,"0.14 ",2.43,"1.14 ","1.00 ","0.43 ","DAIBu-11507",1,6
"410",7,0.7143,"20.6%","31.29 ","12.86 ","01:55 ","15,336 ","10.29 ","1.14 ","50% ","18,222 ","5.57 ","7.57 ","10.71 ",3.04,"0.57 ",3.29,"1.57 ","1.00 ","0.86 ","DAIBu-11507",5,2
"411",4,0.5,"12.3%","23.50 ","7.50 ","00:57 ","12,760 ","9.75 ","0.25 ","46% ","15,617 ","4.25 ","4.25 ","7.75 ",2.41,"0.50 ",2.75,"1.00 ","1.50 ","0.25 ","DAIBu-11507",2,2
"412",29,0.5862,"8.1%","23.72 ","9.14 ","02:19 ","14,071 ","9.17 ","0.59 ","45% ","19,794 ","3.07 ","5.21 ","10.14 ",2.59,"0.41 ",2.93,"0.90 ","0.97 ","1.07 ","Bowie-11926",17,12
"413",4,0.25,"14.3%","17.75 ","8.25 ","02:12 ","12,848 ","9.00 ","0.25 ","45% ","19,857 ","1.75 ","3.75 ","6.00 ",1.97,"0.25 ",3.25,"2.00 ","0.75 ","0.50 ","Bowie-11926",1,3
"414",5,0.4,"10.7%","21.60 ","13.60 ","04:04 ","16,918 ","12.00 ","0.80 ","41% ","24,978 ","1.80 ","6.60 ","9.60 ",1.8,"0.20 ",2.8,"1.00 ","1.60 ","0.40 ","Bowie-11926",2,3
"415",8,0.625,"9.4%","23.25 ","8.50 ","02:15 ","15,513 ","7.75 ","0.50 ","41% ","19,243 ","2.88 ","5.00 ","12.12 ",3,"0.62 ",3.38,"1.25 ","0.88 ","1.12 ","Bowie-11926",5,3
"416",8,0.75,"6.3%","21.12 ","7.88 ","01:47 ","12,142 ","7.88 ","1.38 ","46% ","16,170 ","3.62 ","4.62 ","8.38 ",2.68,"0.75 ",3.25,"0.88 ","0.75 ","1.50 ","Bowie-11926",6,2
"417",1,0,"0.0%","3.00 ","1.00 ","00:14 ","2,772 ","2.00 ","0.00 ","100% ","3,020 ","2.00 ","2.00 ","1.00 ",1.5,"0.00 ",1,"1.00 ","1.00 ","0.00 ","Bowie-11926",0,1
"418",7,0.5714,"18.1%","25.71 ","9.43 ","02:08 ","17,609 ","11.14 ","0.14 ","45% ","19,384 ","2.86 ","6.86 ","11.57 ",2.31,"0.57 ",2.86,"1.00 ","1.14 ","0.71 ","Bowie-11926",4,3
"419",8,0.7143,"9.8%","24.88 ","10.00 ","02:03 ","16,874 ","6.25 ","0.38 ","44% ","18,123 ","3.62 ","4.38 ","10.75 ",3.98,"0.38 ",2.62,"0.88 ","1.12 ","0.62 ","Core-21128",6,2
"420",1,1,"22.4%","39.00 ","14.00 ","04:13 ","21,835 ","12.00 ","1.00 ","38% ","25,217 ","3.00 ","8.00 ","15.00 ",3.25,"1.00 ",5,"3.00 ","2.00 ","1.00 ","Core-21128",1,0
"421",8,0.5,"3.8%","21.88 ","7.88 ","01:42 ","11,992 ","7.50 ","0.12 ","37% ","13,966 ","2.12 ","4.00 ","7.50 ",2.92,"0.25 ",2.12,"0.50 ","0.62 ","0.88 ","Core-21128",4,4
"422",4,0.5,"12.7%","14.50 ","3.75 ","01:20 ","12,454 ","6.75 ","0.25 ","53% ","16,423 ","2.25 ","4.50 ","6.00 ",2.15,"0.25 ",2.25,"1.25 ","0.75 ","0.50 ","Core-21128",2,2
"423",5,0.4,"7.0%","22.80 ","8.80 ","01:57 ","13,209 ","8.40 ","0.80 ","33% ","23,929 ","1.20 ","3.40 ","8.80 ",2.71,"0.40 ",2.2,"0.60 ","0.60 ","1.00 ","Core-21128",2,3
"424",1,1,"15.1%","42.00 ","21.00 ","08:16 ","31,280 ","14.00 ","1.00 ","40% ","20,293 ","8.00 ","7.00 ","15.00 ",3,"1.00 ",4,"1.00 ","3.00 ","0.00 ","Lamavere-1383",1,0
"425",2,0.5,"11.0%","13.50 ","6.00 ","02:33 ","9,756 ","8.50 ","0.00 ","52% ","14,349 ","1.50 ","4.50 ","4.00 ",1.59,"0.00 ",2.5,"1.00 ","1.00 ","0.50 ","Lamavere-1383",1,1
"426",1,1,"6.3%","11.00 ","7.00 ","02:22 ","6,075 ","6.00 ","0.00 ","64% ","17,176 ","1.00 ","0.00 ","2.00 ",1.83,"1.00 ",2,"2.00 ","1.00 ","0.00 ","Lamavere-1383",1,0
"427",3,0.6667,"16.2%","32.33 ","17.00 ","03:36 ","17,869 ","8.67 ","0.00 ","33% ","28,209 ","3.67 ","6.00 ","9.33 ",3.73,"0.00 ",2.67,"0.67 ","0.33 ","1.33 ","Lamavere-1383",2,1
"428",2,1,"8.8%","26.50 ","10.50 ","02:09 ","15,726 ","6.50 ","1.00 ","49% ","15,846 ","3.50 ","5.50 ","7.50 ",4.08,"0.00 ",2.5,"0.00 ","1.50 ","1.00 ","Lamavere-1383",2,0
"429",4,0.75,"6.1%","26.50 ","10.75 ","02:22 ","16,004 ","8.25 ","0.75 ","42% ","17,240 ","2.25 ","3.75 ","8.00 ",3.21,"0.25 ",3.5,"0.50 ","1.50 ","1.75 ","Lamavere-1383",3,1
"430",4,0.5,"16.6%","23.00 ","5.00 ","01:55 ","14,006 ","9.25 ","0.50 ","42% ","14,627 ","2.50 ","5.75 ","9.25 ",2.49,"0.50 ",2.75,"1.75 ","0.75 ","0.25 ","bogur-2537",2,2
"431",2,1,"13.3%","11.50 ","4.50 ","00:49 ","8,005 ","4.50 ","0.00 ","26% ","13,941 ","1.00 ","4.00 ","6.50 ",2.56,"0.00 ",1.5,"1.00 ","0.00 ","0.50 ","bogur-2537",2,0
"432",3,0.6667,"24.8%","29.33 ","8.67 ","01:52 ","16,470 ","8.33 ","0.00 ","44% ","24,563 ","1.67 ","5.33 ","13.33 ",3.52,"0.33 ",3,"1.00 ","0.67 ","1.33 ","bogur-2537",2,1
"433",1,1,"9.0%","31.00 ","10.00 ","01:06 ","14,352 ","5.00 ","0.00 ","55% ","15,172 ","2.00 ","5.00 ","7.00 ",6.2,"1.00 ",3,"1.00 ","0.00 ","2.00 ","bogur-2537",1,0
"434",12,0.6667,"14.5%","29.58 ","13.17 ","02:37 ","16,817 ","10.58 ","0.17 ","45% ","25,120 ","3.42 ","5.08 ","10.92 ",2.8,"0.42 ",2.58,"0.75 ","1.08 ","0.75 ","bogur-2537",8,4
"435",3,0.3333,"12.5%","20.33 ","4.67 ","01:57 ","14,901 ","13.00 ","0.67 ","51% ","19,653 ","2.67 ","3.33 ","5.67 ",1.56,"0.33 ",2.67,"1.33 ","0.67 ","0.67 ","bogur-2537",1,2
"436",1,1,"0.0%","15.00 ","8.00 ","01:07 ","5,732 ","11.00 ","2.00 ","60% ","20,902 ","1.00 ","3.00 ","8.00 ",1.36,"0.00 ",2,"0.00 ","1.00 ","1.00 ","Bellum-11580",1,0
"437",3,0.3333,"4.8%","20.67 ","7.67 ","03:31 ","14,334 ","14.67 ","1.67 ","44% ","27,449 ","3.00 ","4.67 ","8.33 ",1.41,"1.00 ",3.67,"1.00 ","1.33 ","1.33 ","Bellum-11580",1,2
"438",2,0.5,"5.6%","19.50 ","12.50 ","02:28 ","12,076 ","13.00 ","0.50 ","33% ","16,605 ","2.50 ","2.00 ","7.50 ",1.5,"0.00 ",1,"0.00 ","0.50 ","0.50 ","Bellum-11580",1,1
"439",5,1,"16.0%","29.20 ","8.80 ","02:27 ","16,909 ","11.60 ","1.20 ","51% ","22,131 ","5.00 ","6.20 ","8.20 ",2.52,"0.40 ",3,"0.80 ","1.60 ","0.60 ","Bellum-11580",5,0
"440",3,0.3333,"13.4%","15.67 ","7.67 ","01:18 ","7,444 ","4.67 ","1.67 ","51% ","14,852 ","2.67 ","1.67 ","4.33 ",3.36,"0.00 ",2,"0.67 ","0.67 ","0.67 ","Bellum-11580",1,2
"441",1,0,"0.0%","9.00 ","3.00 ","00:31 ","8,360 ","7.00 ","1.00 ","44% ","8,190 ","1.00 ","0.00 ","5.00 ",1.29,"0.00 ",3,"0.00 ","1.00 ","1.00 ","Bellum-11580",0,1
"442",3,0.3333,"10.9%","16.67 ","6.00 ","01:52 ","17,366 ","10.67 ","0.67 ","42% ","22,275 ","3.00 ","7.00 ","7.33 ",1.56,"0.67 ",3.67,"2.33 ","0.67 ","0.67 ","Muma-11444",1,2
"443",6,0.5,"14.1%","31.50 ","9.50 ","02:17 ","19,496 ","9.50 ","0.67 ","39% ","17,798 ","3.83 ","6.33 ","11.67 ",3.32,"0.00 ",2.83,"0.83 ","1.00 ","0.83 ","Muma-11444",3,3
"444",4,0.5,"4.5%","19.25 ","7.25 ","01:33 ","16,464 ","8.75 ","0.00 ","47% ","23,060 ","2.25 ","5.50 ","8.50 ",2.2,"0.25 ",2.25,"0.75 ","0.75 ","1.25 ","Muma-11444",2,2
"445",9,0.6667,"14.9%","25.33 ","8.44 ","01:28 ","16,177 ","8.22 ","0.33 ","39% ","15,511 ","3.22 ","6.11 ","9.89 ",3.08,"0.22 ",3.11,"0.89 ","1.56 ","0.56 ","Muma-11444",6,3
"446",4,0.3333,"25.2%","33.75 ","17.50 ","04:29 ","20,227 ","10.00 ","0.00 ","36% ","22,772 ","3.75 ","8.25 ","13.00 ",3.38,"1.00 ",3.75,"2.25 ","0.75 ","0.50 ","Muma-11444",1,3
"447",5,0.2,"15.9%","20.40 ","8.00 ","02:08 ","18,503 ","9.80 ","0.00 ","39% ","20,774 ","2.20 ","5.00 ","8.00 ",2.08,"0.20 ",3,"1.80 ","0.80 ","0.80 ","Muma-11444",1,4
"448",7,0.4286,"24.5%","23.14 ","9.00 ","02:52 ","14,195 ","10.29 ","0.57 ","46% ","16,631 ","3.71 ","4.86 ","8.00 ",2.25,"0.71 ",2.71,"1.57 ","0.57 ","0.57 ","Chayne",3,4
"449",5,0.6,"26.1%","21.40 ","8.60 ","01:38 ","11,072 ","6.80 ","0.60 ","44% ","11,068 ","2.40 ","6.20 ","6.40 ",3.15,"0.60 ",3.4,"2.00 ","1.00 ","0.60 ","Chayne",3,2
"450",7,0.4286,"27.9%","29.14 ","10.29 ","02:28 ","15,838 ","8.29 ","0.57 ","37% ","13,359 ","3.29 ","6.71 ","10.57 ",3.52,"0.14 ",3.29,"1.71 ","1.29 ","0.29 ","Chayne",3,4
"451",14,0.6923,"12.7%","24.57 ","8.29 ","02:26 ","16,560 ","10.14 ","0.14 ","48% ","20,488 ","2.71 ","5.14 ","7.14 ",2.42,"0.29 ",3.07,"1.07 ","1.00 ","1.00 ","Chayne",10,4
"452",10,0.6667,"13.1%","22.40 ","8.90 ","02:04 ","13,905 ","8.60 ","0.30 ","43% ","17,767 ","2.50 ","4.30 ","9.10 ",2.6,"0.20 ",3.5,"1.30 ","1.10 ","1.00 ","Chayne",7,3
"453",7,0.4286,"22.2%","23.00 ","9.71 ","02:04 ","11,705 ","8.14 ","0.29 ","47% ","15,905 ","2.71 ","5.43 ","7.57 ",2.82,"0.43 ",2.71,"1.14 ","1.29 ","0.57 ","Chayne",3,4
"454",1,1,"2.6%","21.00 ","12.00 ","02:29 ","15,856 ","9.00 ","1.00 ","19% ","19,546 ","1.00 ","5.00 ","10.00 ",2.33,"0.00 ",1,"0.00 ","1.00 ","0.00 ","MTDESTROY-2425",1,0
"455",1,1,"0.0%","7.00 ","1.00 ","00:00 ","3,106 ","1.00 ","1.00 ","43% ","12,594 ","1.00 ","0.00 ","3.00 ",7,"1.00 ",1,"0.00 ","0.00 ","1.00 ","MTDESTROY-2425",1,0
"456",1,0,"3.2%","22.00 ","9.00 ","01:35 ","11,808 ","5.00 ","0.00 ","36% ","16,945 ","3.00 ","6.00 ","8.00 ",4.4,"0.00 ",2,"1.00 ","1.00 ","0.00 ","MTDESTROY-2425",0,1
"457",1,1,"2.3%","31.00 ","10.00 ","05:15 ","15,749 ","7.00 ","0.00 ","39% ","19,880 ","4.00 ","3.00 ","13.00 ",4.43,"1.00 ",4,"1.00 ","0.00 ","3.00 ","MTDESTROY-2425",1,0
"458",2,1,"9.7%","26.00 ","9.00 ","02:02 ","14,206 ","6.50 ","0.00 ","48% ","17,222 ","4.50 ","5.00 ","9.00 ",4,"0.50 ",3.5,"2.00 ","1.50 ","0.00 ","MTDESTROY-2425",2,0
"459",14,0.5,"9.7%","20.00 ","7.29 ","01:32 ","9,748 ","7.43 ","0.43 ","46% ","17,918 ","3.36 ","4.07 ","7.29 ",2.69,"0.64 ",2.86,"1.21 ","0.79 ","0.86 ","CreamyLoli-2641",7,7
"460",10,0.3333,"5.8%","22.40 ","9.40 ","02:37 ","13,100 ","10.10 ","0.50 ","44% ","29,788 ","3.10 ","5.10 ","9.10 ",2.22,"1.00 ",3,"1.10 ","1.00 ","0.90 ","CreamyLoli-2641",3,7
"461",2,0.5,"30.5%","19.00 ","4.00 ","01:29 ","9,026 ","7.50 ","0.50 ","53% ","20,834 ","2.50 ","6.00 ","7.00 ",2.53,"1.00 ",2.5,"2.00 ","0.50 ","0.00 ","CreamyLoli-2641",1,1
"462",2,1,"5.0%","29.00 ","14.50 ","05:12 ","11,251 ","6.00 ","0.00 ","41% ","23,258 ","3.50 ","7.50 ","8.50 ",4.83,"0.00 ",2,"0.50 ","1.00 ","0.50 ","CreamyLoli-2641",2,0
"463",3,0.5,"8.6%","25.00 ","11.33 ","02:35 ","16,280 ","10.33 ","0.00 ","48% ","24,945 ","3.67 ","5.33 ","11.33 ",2.42,"0.33 ",2,"0.33 ","1.33 ","0.33 ","CreamyLoli-2641",2,1
"464",1,0,"2.1%","20.00 ","7.00 ","00:54 ","12,874 ","7.00 ","0.00 ","65% ","9,924 ","0.00 ","5.00 ","6.00 ",2.86,"1.00 ",3,"1.00 ","1.00 ","0.00 ","Henningsen-21975",0,1
"465",1,1,"22.3%","13.00 ","3.00 ","00:39 ","9,145 ","5.00 ","0.00 ","23% ","5,533 ","1.00 ","3.00 ","4.00 ",2.6,"0.00 ",2,"1.00 ","1.00 ","0.00 ","Henningsen-21975",1,0
"466",2,0.5,"10.0%","35.50 ","11.00 ","02:31 ","16,048 ","11.00 ","3.00 ","46% ","22,882 ","4.50 ","5.00 ","14.50 ",3.23,"0.00 ",1.5,"0.00 ","0.50 ","1.00 ","Henningsen-21975",1,1
"467",4,0.75,"11.0%","23.25 ","9.75 ","01:41 ","12,480 ","8.25 ","0.75 ","46% ","18,749 ","1.75 ","5.25 ","12.00 ",2.82,"0.75 ",4,"1.50 ","1.75 ","1.00 ","Henningsen-21975",3,1
"468",1,0,"28.7%","6.00 ","2.00 ","00:43 ","4,256 ","5.00 ","0.00 ","0% ","7,184 ","0.00 ","2.00 ","0.00 ",1.2,"0.00 ",2,"0.00 ","0.00 ","2.00 ","Henningsen-21975",0,1
"469",1,1,"3.5%","34.00 ","12.00 ","07:37 ","34,323 ","20.00 ","0.00 ","29% ","47,174 ","3.00 ","7.00 ","15.00 ",1.7,"0.00 ",3,"1.00 ","0.00 ","1.00 ","CurryShot-11768",1,0
"470",1,1,"0.0%","22.00 ","9.00 ","03:24 ","26,132 ","14.00 ","0.00 ","36% ","33,962 ","2.00 ","4.00 ","9.00 ",1.57,"0.00 ",3,"1.00 ","1.00 ","3.00 ","CurryShot-11768",1,0
"471",5,0.25,"5.0%","14.60 ","4.20 ","01:30 ","11,668 ","9.20 ","0.20 ","48% ","17,770 ","0.80 ","2.00 ","5.80 ",1.59,"0.40 ",1.6,"0.60 ","0.20 ","0.60 ","CurryShot-11768",1,4
"472",7,0.7143,"12.5%","28.00 ","11.29 ","02:38 ","16,780 ","10.14 ","0.00 ","42% ","22,823 ","2.14 ","5.57 ","9.86 ",2.76,"0.14 ",2.71,"0.57 ","1.57 ","0.57 ","CurryShot-11768",5,2
"473",8,0.4286,"17.3%","28.38 ","11.38 ","02:52 ","16,169 ","10.38 ","0.50 ","49% ","20,986 ","3.38 ","7.25 ","9.38 ",2.73,"0.38 ",3.25,"0.62 ","1.62 ","1.00 ","CurryShot-11768",3,5
"474",8,0.75,"7.0%","24.75 ","11.62 ","02:37 ","14,469 ","9.00 ","0.38 ","42% ","21,709 ","3.50 ","4.75 ","7.62 ",2.75,"0.25 ",3,"1.00 ","1.00 ","1.00 ","CurryShot-11768",6,2
"475",4,0.5,"15.7%","26.50 ","13.00 ","03:23 ","17,824 ","9.00 ","0.00 ","43% ","18,501 ","3.50 ","5.25 ","11.00 ",2.94,"0.50 ",2.75,"0.75 ","1.75 ","0.25 ","HERO-15425",2,2
"476",4,0.25,"6.3%","20.75 ","7.25 ","02:22 ","14,813 ","12.50 ","0.50 ","36% ","31,090 ","2.50 ","5.25 ","8.50 ",1.66,"0.75 ",3,"1.25 ","0.75 ","0.75 ","HERO-15425",1,3
"477",3,0.6667,"13.4%","26.33 ","13.67 ","02:58 ","14,823 ","6.67 ","1.33 ","44% ","16,029 ","2.67 ","5.00 ","6.67 ",3.95,"0.33 ",3.33,"2.33 ","0.67 ","0.67 ","HERO-15425",2,1
"478",11,0.7,"11.4%","30.00 ","11.73 ","02:51 ","16,659 ","9.45 ","0.82 ","47% ","22,230 ","3.82 ","7.45 ","12.64 ",3.17,"0.64 ",3.64,"1.55 ","1.18 ","0.91 ","HERO-15425",8,3
"479",11,0.5455,"14.3%","22.27 ","11.00 ","02:15 ","12,610 ","8.27 ","0.36 ","41% ","17,071 ","1.91 ","5.09 ","8.91 ",2.69,"0.55 ",3.45,"1.73 ","1.00 ","0.73 ","HERO-15425",6,5
"480",6,0.5,"31.2%","21.67 ","8.67 ","02:03 ","11,023 ","7.50 ","0.50 ","53% ","13,934 ","2.00 ","3.33 ","8.67 ",2.89,"0.33 ",3.17,"1.00 ","1.50 ","0.67 ","HERO-15425",3,3
"481",1,1,"13.7%","21.00 ","7.00 ","00:56 ","14,675 ","2.00 ","0.00 ","33% ","11,175 ","2.00 ","6.00 ","8.00 ",10.5,"0.00 ",2,"1.00 ","1.00 ","1.00 ","numlocked",1,0
"482",3,1,"18.2%","28.33 ","10.00 ","02:45 ","14,593 ","6.67 ","0.33 ","36% ","15,418 ","4.67 ","5.00 ","10.33 ",4.25,"0.00 ",2.67,"0.67 ","1.33 ","0.67 ","numlocked",3,0
"483",5,1,"24.2%","35.40 ","13.00 ","02:17 ","21,218 ","8.80 ","0.00 ","38% ","20,884 ","3.80 ","7.80 ","10.20 ",4.02,"0.40 ",3.8,"1.20 ","1.20 ","1.20 ","numlocked",5,0
"484",4,1,"6.1%","19.50 ","7.75 ","01:05 ","12,614 ","5.50 ","0.50 ","40% ","11,956 ","3.00 ","2.50 ","5.50 ",3.55,"0.50 ",2.25,"0.75 ","0.75 ","0.75 ","numlocked",4,0
"485",4,0.5,"11.0%","27.25 ","8.00 ","01:44 ","16,648 ","9.75 ","0.50 ","46% ","19,920 ","4.25 ","5.50 ","8.50 ",2.79,"0.00 ",4,"1.25 ","1.75 ","1.00 ","numlocked",2,2
"486",4,0.5,"4.5%","16.25 ","3.25 ","01:07 ","8,329 ","5.50 ","0.00 ","45% ","13,807 ","3.00 ","3.25 ","3.75 ",2.95,"0.75 ",2,"0.50 ","0.75 ","0.75 ","numlocked",2,2
"487",8,0.625,"14.3%","24.50 ","11.25 ","02:14 ","16,414 ","10.38 ","0.12 ","43% ","19,467 ","2.75 ","5.12 ","7.12 ",2.36,"0.12 ",3.62,"1.12 ","1.12 ","1.38 ","Decod-2801",5,3
