"","GAME_PLAYED","WIN_RATE","ON_FIRE","ELIS","OBJ_KILLS","OBJ_TIME","DAMAGE","HEALING","DEATH","WEAPON_ACC","SCOPED_ACC","ENMY_SLEPT","OFF_ASSISTS","DEF_ASSISTS","BOOST_ASSISTS","ED","VOTING_CARDS","MEDALS","GOLD","SILVER","BRONZE","PLAYER_ID","WIN","LOSS"
"497",1,1,"24.8%","20.00 ","9.00 ","02:51 ","5,476 ","9,566 ","2.00 ","27% ","65% ","6.00 ","19.00 ","24.00 ","4.00 ",10,"1.00 ",2,"0.00 ","1.00 ","1.00 ","Crimzo-11621",1,0
"498",5,0.7778,"16.1%","17.33 ","7.67 ","00:57 ","5,785 ","15,613 ","7.44 ","26% ","65% ","10.11 ","18.22 ","23.78 ","7.00 ",2.33,"0.78 ",1.44,"0.89 ","0.11 ","0.33 ","Crimzo-11621",4,1
"499",7,0.25,"15.0%","11.50 ","5.25 ","00:31 ","4,989 ","8,713 ","5.75 ","27% ","65% ","7.00 ","10.00 ","12.75 ","3.50 ",2,"0.50 ",1.5,"1.25 ","0.25 ","0.00 ","Crimzo-11621",2,5
"500",3,0.8,"20.5%","16.20 ","5.80 ","01:08 ","5,790 ","13,944 ","5.00 ","27% ","65% ","8.20 ","15.40 ","23.00 ","5.40 ",3.24,"0.80 ",1.6,"1.00 ","0.00 ","0.60 ","Crimzo-11621",2,1
"501",2,0.3333,"22.9%","12.00 ","3.33 ","00:42 ","7,160 ","11,061 ","7.33 ","25% ","63% ","10.67 ","14.33 ","15.67 ","5.00 ",1.64,"0.33 ",1.67,"1.33 ","0.33 ","0.00 ","awkward-21104",1,1
"502",3,0.6,"22.1%","17.60 ","6.00 ","00:37 ","7,251 ","12,683 ","7.20 ","25% ","63% ","10.80 ","16.80 ","17.80 ","3.80 ",2.44,"0.20 ",2,"0.60 ","0.60 ","0.60 ","awkward-21104",2,1
"503",2,0.6667,"12.6%","21.00 ","7.33 ","01:35 ","9,519 ","17,142 ","8.33 ","25% ","63% ","14.00 ","17.67 ","21.67 ","7.33 ",2.52,"0.33 ",1.67,"1.00 ","0.67 ","0.33 ","awkward-21104",1,1
"504",3,0.8,"30.0%","15.20 ","6.40 ","01:15 ","6,647 ","14,289 ","5.20 ","25% ","63% ","9.40 ","15.20 ","15.60 ","6.00 ",2.92,"0.80 ",1,"0.80 ","0.00 ","0.20 ","awkward-21104",2,1
"505",6,0.5,"6.3%","14.00 ","6.00 ","01:03 ","7,405 ","10,890 ","9.00 ","25% ","63% ","9.00 ","12.50 ","10.50 ","4.00 ",1.56,"0.50 ",2.5,"0.50 ","2.00 ","0.50 ","awkward-21104",3,3
"506",2,0.3333,"3.9%","17.67 ","6.00 ","01:02 ","7,931 ","17,375 ","8.33 ","25% ","63% ","8.67 ","13.33 ","20.67 ","6.00 ",2.12,"0.67 ",1.67,"1.33 ","0.00 ","0.33 ","awkward-21104",1,1
"507",7,1,"23.2%","9.25 ","3.75 ","00:51 ","3,354 ","6,844 ","3.00 ","16% ","62% ","4.50 ","10.50 ","12.00 ","4.25 ",3.08,"0.50 ",2,"1.00 ","0.50 ","0.25 ","Masaa-1182",7,0
"508",2,0.3333,"9.1%","7.67 ","4.00 ","00:31 ","2,842 ","8,393 ","5.00 ","16% ","62% ","4.33 ","9.67 ","10.00 ","3.67 ",1.53,"0.33 ",1,"0.67 ","0.33 ","0.00 ","Masaa-1182",1,1
"509",1,1,"3.5%","13.00 ","5.00 ","00:38 ","2,441 ","6,746 ","1.00 ","16% ","62% ","6.00 ","7.00 ","17.00 ","0.00 ",13,"0.00 ",1,"1.00 ","0.00 ","0.00 ","Masaa-1182",1,0
"510",1,1,"46.0%","25.00 ","8.00 ","00:30 ","9,048 ","11,846 ","2.00 ","16% ","62% ","8.00 ","17.00 ","22.00 ","4.00 ",12.5,"1.00 ",1,"1.00 ","0.00 ","0.00 ","Masaa-1182",1,0
"511",8,0.6667,"24.6%","15.33 ","6.67 ","01:16 ","4,520 ","10,534 ","4.50 ","16% ","62% ","8.33 ","16.67 ","18.00 ","6.17 ",3.41,"0.33 ",1.5,"1.00 ","0.17 ","0.33 ","Masaa-1182",5,3
"512",18,0.6667,"15.1%","15.00 ","6.17 ","00:55 ","4,646 ","16,619 ","7.83 ","16% ","62% ","8.25 ","16.92 ","22.50 ","7.17 ",1.91,"0.83 ",1.5,"1.00 ","0.08 ","0.42 ","Masaa-1182",12,6
"513",3,0.6,"25.2%","14.00 ","6.40 ","01:17 ","3,943 ","11,580 ","7.60 ","19% ","66% ","8.00 ","13.00 ","17.40 ","5.00 ",1.84,"0.60 ",1.8,"1.40 ","0.20 ","0.20 ","Haruhi-11660",2,1
"514",2,0.6667,"23.6%","12.00 ","4.33 ","01:21 ","3,458 ","10,183 ","3.67 ","19% ","66% ","3.00 ","12.33 ","15.67 ","4.33 ",3.27,"0.67 ",1.33,"0.67 ","0.33 ","0.33 ","Haruhi-11660",1,1
"515",4,0.4286,"12.1%","13.86 ","6.00 ","01:01 ","5,204 ","15,150 ","8.71 ","19% ","66% ","7.71 ","13.29 ","18.43 ","4.43 ",1.59,"0.71 ",1.57,"0.86 ","0.29 ","0.43 ","Haruhi-11660",2,2
"516",3,0.6,"29.3%","12.40 ","5.40 ","01:31 ","5,249 ","10,663 ","5.80 ","19% ","66% ","6.20 ","14.60 ","16.80 ","6.60 ",2.14,"0.20 ",2,"1.20 ","0.40 ","0.40 ","Haruhi-11660",2,1
"517",7,0.5,"17.4%","17.50 ","8.25 ","01:45 ","6,378 ","15,136 ","7.75 ","19% ","66% ","8.00 ","17.50 ","19.50 ","6.25 ",2.26,"1.00 ",2.5,"1.50 ","0.25 ","0.50 ","Haruhi-11660",4,3
"518",4,0.5714,"9.8%","14.71 ","6.86 ","01:35 ","4,760 ","13,526 ","9.43 ","19% ","66% ","8.00 ","15.00 ","20.71 ","5.71 ",1.56,"0.57 ",1.43,"1.14 ","0.14 ","0.29 ","Haruhi-11660",2,2
"519",2,0.3333,"17.1%","22.67 ","6.67 ","01:03 ","6,769 ","12,961 ","12.00 ","31% ","63% ","9.67 ","13.67 ","17.33 ","2.00 ",1.89,"0.00 ",0.67,"1.00 ","0.00 ","0.00 ","bock1-2590",1,1
"520",2,0.3333,"4.0%","9.33 ","2.67 ","00:10 ","4,016 ","8,338 ","6.33 ","31% ","63% ","4.33 ","8.33 ","11.67 ","3.00 ",1.47,"0.33 ",0.67,"0.67 ","0.00 ","0.33 ","bock1-2590",1,1
"521",6,0.5,"23.5%","16.50 ","3.50 ","00:35 ","5,000 ","7,866 ","6.50 ","31% ","63% ","10.00 ","16.50 ","18.00 ","5.50 ",2.54,"1.00 ",1.5,"0.50 ","0.50 ","0.00 ","bock1-2590",3,3
"522",1,0,"27.6%","51.00 ","20.00 ","02:58 ","13,844 ","22,821 ","24.00 ","31% ","63% ","23.00 ","47.00 ","46.00 ","18.00 ",2.12,"1.00 ",2,"1.00 ","1.00 ","0.00 ","bock1-2590",0,1
"523",3,0.5,"16.4%","12.80 ","6.00 ","01:05 ","4,867 ","11,607 ","9.60 ","31% ","63% ","7.00 ","14.40 ","16.60 ","6.40 ",1.33,"0.80 ",2,"0.80 ","0.60 ","0.60 ","bock1-2590",2,1
"524",7,0.75,"12.8%","12.50 ","3.75 ","00:26 ","3,882 ","8,489 ","7.50 ","31% ","63% ","6.50 ","10.50 ","9.25 ","1.75 ",1.67,"0.25 ",1.5,"0.75 ","0.50 ","0.25 ","bock1-2590",5,2
"525",1,1,"33.5%","17.00 ","5.00 ","00:12 ","4,850 ","9,903 ","8.00 ","32% ","64% ","3.00 ","11.00 ","18.00 ","6.00 ",2.12,"1.00 ",2,"1.00 ","0.00 ","0.00 ","GaleAdelade-1452",1,0
"526",18,0.5833,"19.6%","18.00 ","7.83 ","01:52 ","7,115 ","12,543 ","7.08 ","32% ","64% ","7.17 ","17.83 ","17.33 ","6.58 ",2.54,"0.42 ",2.33,"1.00 ","0.67 ","0.67 ","GaleAdelade-1452",10,8
"527",6,0.5,"13.1%","11.50 ","6.00 ","01:12 ","3,846 ","11,346 ","7.50 ","32% ","64% ","5.50 ","8.00 ","16.00 ","4.00 ",1.53,"0.00 ",2.5,"1.00 ","0.50 ","1.00 ","GaleAdelade-1452",3,3
"528",7,0.75,"20.1%","20.00 ","9.50 ","02:26 ","7,130 ","15,614 ","9.75 ","32% ","64% ","6.75 ","17.75 ","19.00 ","7.50 ",2.05,"0.50 ",2.5,"1.25 ","0.25 ","1.00 ","GaleAdelade-1452",5,2
"529",7,0.5,"17.2%","18.75 ","5.50 ","01:13 ","7,683 ","10,888 ","6.75 ","32% ","64% ","9.00 ","15.25 ","18.50 ","5.50 ",2.78,"0.00 ",1.75,"0.25 ","0.75 ","0.75 ","GaleAdelade-1452",4,3
"530",18,0.7273,"18.2%","18.08 ","8.08 ","01:33 ","7,781 ","11,640 ","6.25 ","32% ","64% ","7.92 ","15.92 ","16.17 ","6.42 ",2.89,"0.50 ",1.67,"1.00 ","0.42 ","0.25 ","GaleAdelade-1452",13,5
