"","GAME_PLAYED","WIN_RATE","ON_FIRE","ELIS","OBJ_KILLS","OBJ_TIME","DAMAGE","HEALING","DEATH","WEAPON_ACC","SCOPED_ACC","ENMY_SLEPT","OFF_ASSISTS","DEF_ASSISTS","BOOST_ASSISTS","ED","VOTING_CARDS","MEDALS","GOLD","SILVER","BRONZE","PLAYER_ID","WIN","LOSS"
"109",13,0.5,"23.7%","10.25 ","3.00 ","00:51 ","3,234 ","9,506 ","5.62 ","19% ","61% ","5.50 ","10.50 ","15.00 ","3.38 ",1.82,"0.38 ",1.5,"0.88 ","0.25 ","0.38 ","Speedead-21699",6,7
"110",13,0.625,"10.0%","16.12 ","7.25 ","00:59 ","6,476 ","17,320 ","9.25 ","19% ","61% ","8.50 ","17.75 ","22.62 ","6.75 ",1.74,"0.38 ",1.25,"1.12 ","0.12 ","0.12 ","Speedead-21699",8,5
"111",6,1,"4.7%","14.50 ","4.50 ","00:19 ","5,262 ","13,790 ","8.00 ","24% ","66% ","6.00 ","14.00 ","18.50 ","4.00 ",1.81,"0.50 ",1,"0.50 ","0.00 ","0.00 ","Micke-2886",6,0
"112",7,0.75,"13.8%","11.50 ","5.00 ","00:56 ","2,798 ","11,355 ","6.50 ","24% ","65% ","6.00 ","11.25 ","17.75 ","5.00 ",1.77,"0.75 ",1.5,"0.75 ","0.50 ","0.25 ","Micke-2886",5,2
"113",8,0.5,"10.6%","12.67 ","4.83 ","00:34 ","4,960 ","10,829 ","7.33 ","24% ","65% ","9.33 ","11.67 ","15.50 ","3.67 ",1.73,"0.50 ",1.5,"1.00 ","0.33 ","0.33 ","Micke-2886",4,4
"114",6,0.5,"9.7%","13.00 ","3.00 ","00:04 ","6,442 ","6,904 ","6.00 ","23% ","65% ","5.50 ","14.50 ","13.50 ","4.50 ",2.17,"0.50 ",1,"0.50 ","0.50 ","0.00 ","Micke-2886",3,3
"115",10,0.5,"7.0%","10.88 ","3.38 ","00:43 ","3,947 ","12,383 ","6.44 ","23% ","65% ","6.06 ","10.81 ","15.81 ","3.88 ",1.69,"0.50 ",1.31,"1.06 ","0.06 ","0.19 ","Micke-2886",5,5
"116",1,1,"18.8%","14.00 ","9.00 ","00:28 ","3,618 ","6,899 ","4.00 ","24% ","64% ","3.00 ","9.00 ","16.00 ","3.00 ",3.5,"0.00 ",2,"1.00 ","1.00 ","0.00 ","Micke-2886",1,0
"117",13,0.5,"14.3%","15.50 ","6.75 ","00:58 ","5,807 ","11,337 ","9.25 ","23% ","60% ","8.00 ","13.38 ","14.12 ","5.25 ",1.68,"0.25 ",1.62,"0.75 ","0.38 ","0.50 ","MCCMorpheus-1493",6,7
"118",2,0,"12.8%","15.67 ","8.67 ","01:06 ","6,433 ","15,549 ","10.33 ","23% ","59% ","5.33 ","13.00 ","13.33 ","3.00 ",1.52,"0.67 ",1.33,"1.00 ","0.33 ","0.00 ","MCCMorpheus-1493",0,2
"119",8,0.5,"6.2%","12.33 ","5.50 ","00:50 ","4,494 ","12,623 ","6.67 ","23% ","59% ","4.50 ","10.50 ","16.00 ","4.17 ",1.85,"0.50 ",1,"1.00 ","0.00 ","0.00 ","MCCMorpheus-1493",4,4
"120",12,0.7,"19.6%","13.90 ","5.30 ","01:04 ","4,599 ","11,596 ","6.70 ","23% ","59% ","6.50 ","14.10 ","16.40 ","5.70 ",2.07,"0.80 ",1.8,"1.10 ","0.40 ","0.40 ","MCCMorpheus-1493",8,4
"121",5,0.7778,"23.2%","17.56 ","9.44 ","01:04 ","6,140 ","10,379 ","5.67 ","24% ","59% ","8.33 ","15.44 ","17.89 ","5.67 ",3.1,"0.56 ",1.67,"0.78 ","0.22 ","0.56 ","MCCMorpheus-1493",4,1
"122",8,0.1667,"7.3%","14.67 ","5.67 ","00:42 ","5,269 ","10,204 ","6.83 ","24% ","59% ","5.67 ","11.00 ","13.67 ","3.50 ",2.15,"0.17 ",1.17,"1.00 ","0.00 ","0.17 ","MCCMorpheus-1493",1,7
"123",8,0.5,"11.9%","6.17 ","2.33 ","00:23 ","3,055 ","7,965 ","5.83 ","19% ","62% ","5.50 ","9.00 ","10.67 ","4.33 ",1.06,"0.50 ",1.17,"0.83 ","0.17 ","0.00 ","The-1567",4,4
"124",1,0,"0.0%","3.00 ","0.00 ","00:23 ","1,639 ","9,731 ","5.00 ","19% ","62% ","3.00 ","3.00 ","5.00 ","1.00 ",0.6,"0.00 ",0,"0.00 ","0.00 ","0.00 ","The-1567",0,1
"125",3,0.8,"18.3%","16.40 ","8.00 ","01:36 ","4,986 ","13,818 ","7.00 ","19% ","62% ","7.80 ","17.40 ","23.20 ","7.00 ",2.34,"0.60 ",1.8,"1.00 ","0.60 ","0.20 ","The-1567",2,1
"126",7,0.5,"16.4%","9.50 ","5.00 ","00:44 ","5,006 ","11,593 ","5.00 ","19% ","61% ","6.75 ","8.75 ","17.00 ","4.00 ",1.9,"0.50 ",1.75,"1.00 ","0.00 ","0.50 ","The-1567",4,3
"127",13,0.8571,"11.0%","13.88 ","4.88 ","01:00 ","5,739 ","11,558 ","7.12 ","19% ","61% ","7.88 ","14.38 ","19.88 ","5.25 ",1.95,"0.62 ",1.25,"0.88 ","0.25 ","0.12 ","The-1567",11,2
"128",6,1,"16.3%","18.00 ","9.00 ","01:53 ","5,118 ","10,914 ","6.00 ","19% ","61% ","6.50 ","15.00 ","21.50 ","4.00 ",3,"0.50 ",2,"1.00 ","0.50 ","0.50 ","The-1567",6,0
"129",6,0.5,"9.6%","10.50 ","5.50 ","00:27 ","3,092 ","12,626 ","7.00 ","19% ","64% ","4.00 ","13.00 ","16.00 ","7.50 ",1.5,"1.00 ",1.5,"1.00 ","0.50 ","0.50 ","X1AN-21758",3,3
"130",6,0.5,"31.3%","10.00 ","4.00 ","01:41 ","4,128 ","17,725 ","7.00 ","19% ","64% ","3.00 ","13.00 ","17.50 ","5.50 ",1.43,"1.00 ",2,"1.00 ","0.00 ","1.00 ","X1AN-21758",3,3
"131",13,0.5,"19.7%","13.00 ","5.62 ","01:38 ","3,465 ","15,023 ","6.50 ","19% ","64% ","6.62 ","14.12 ","21.62 ","5.50 ",2,"0.88 ",1.5,"1.38 ","0.12 ","0.00 ","X1AN-21758",6,7
"132",14,0.6154,"12.9%","13.00 ","6.46 ","01:42 ","3,382 ","14,408 ","7.62 ","20% ","64% ","7.77 ","13.23 ","20.92 ","4.69 ",1.71,"0.77 ",1.54,"1.08 ","0.23 ","0.23 ","X1AN-21758",9,5
"133",1,1,"0.0%","10.00 ","0.00 ","00:10 ","1,994 ","9,586 ","5.00 ","22% ","64% ","1.00 ","13.00 ","12.00 ","6.00 ",2,"1.00 ",1,"1.00 ","0.00 ","0.00 ","X1AN-21758",1,0
"134",4,0.7143,"9.1%","16.00 ","8.29 ","01:33 ","4,353 ","13,163 ","7.71 ","22% ","64% ","6.57 ","12.43 ","17.57 ","6.29 ",2.07,"0.14 ",1.71,"1.14 ","0.29 ","0.14 ","X1AN-21758",3,1
"135",6,0.5,"9.3%","15.00 ","9.00 ","02:36 ","5,618 ","17,555 ","10.50 ","31% ","65% ","3.00 ","17.50 ","23.00 ","8.50 ",1.43,"0.50 ",1.5,"1.00 ","0.00 ","0.50 ","Djaaaaaaaaaa-2288",3,3
"136",3,0.6,"17.0%","15.20 ","6.80 ","01:34 ","5,802 ","11,716 ","7.40 ","31% ","65% ","6.20 ","14.00 ","18.00 ","6.00 ",2.05,"0.20 ",1.4,"1.00 ","0.00 ","0.40 ","Djaaaaaaaaaa-2288",2,1
"137",6,0.5,"13.2%","12.00 ","6.50 ","01:18 ","3,470 ","6,398 ","3.00 ","31% ","66% ","3.50 ","8.00 ","10.00 ","2.50 ",4,"0.00 ",1.5,"0.00 ","1.00 ","0.50 ","Djaaaaaaaaaa-2288",3,3
"138",1,1,"55.1%","16.00 ","6.00 ","02:24 ","6,743 ","10,143 ","4.00 ","31% ","66% ","8.00 ","16.00 ","9.00 ","7.00 ",4,"0.00 ",1,"1.00 ","0.00 ","0.00 ","Djaaaaaaaaaa-2288",1,0
"139",8,0.5,"15.7%","11.50 ","5.33 ","00:41 ","4,129 ","9,709 ","5.50 ","31% ","66% ","4.50 ","11.50 ","14.00 ","5.83 ",2.09,"0.33 ",1.5,"1.00 ","0.33 ","0.33 ","Djaaaaaaaaaa-2288",4,4
"140",3,0.4,"12.7%","13.00 ","6.20 ","00:42 ","4,420 ","8,788 ","6.20 ","31% ","66% ","6.00 ","9.40 ","10.80 ","4.00 ",2.1,"0.40 ",1.8,"1.20 ","0.60 ","0.00 ","Djaaaaaaaaaa-2288",1,2
"141",5,0.4444,"10.5%","12.22 ","4.67 ","00:55 ","4,284 ","9,608 ","7.11 ","22% ","60% ","7.22 ","11.33 ","13.33 ","3.44 ",1.72,"0.33 ",1.78,"1.00 ","0.33 ","0.33 ","zHobo-11201",2,3
"142",7,0.25,"10.5%","15.75 ","6.25 ","00:34 ","5,060 ","8,388 ","9.00 ","22% ","60% ","7.75 ","10.75 ","18.25 ","2.50 ",1.75,"0.00 ",1.75,"0.75 ","0.50 ","0.50 ","zHobo-11201",2,5
"143",13,0.875,"23.4%","19.62 ","8.38 ","01:37 ","6,700 ","14,212 ","9.50 ","22% ","60% ","10.38 ","20.75 ","23.00 ","5.38 ",2.07,"0.38 ",1.75,"1.00 ","0.25 ","0.50 ","zHobo-11201",11,2
"144",12,0.7,"22.8%","15.00 ","5.90 ","01:33 ","5,037 ","10,972 ","5.20 ","23% ","60% ","8.40 ","15.00 ","18.50 ","6.00 ",2.88,"0.70 ",2,"1.00 ","0.40 ","0.60 ","zHobo-11201",8,4
"145",3,0.8,"11.5%","14.60 ","7.60 ","01:04 ","4,363 ","15,747 ","8.40 ","23% ","59% ","7.60 ","16.00 ","20.60 ","5.00 ",1.74,"0.80 ",1.6,"1.00 ","0.20 ","0.40 ","zHobo-11201",2,1
"146",2,0.3333,"11.1%","15.00 ","3.67 ","00:53 ","4,750 ","11,780 ","9.33 ","23% ","59% ","7.00 ","15.00 ","22.00 ","7.67 ",1.61,"0.33 ",1.33,"1.00 ","0.00 ","0.00 ","zHobo-11201",1,1
"147",7,1,"4.9%","10.25 ","3.25 ","00:47 ","3,716 ","13,248 ","4.50 ","20% ","64% ","9.25 ","6.75 ","13.50 ","1.00 ",2.28,"0.75 ",1.25,"1.00 ","0.25 ","0.00 ","Hunni-21287",7,0
"148",13,0.7143,"4.7%","9.38 ","2.88 ","00:28 ","3,432 ","10,232 ","4.88 ","20% ","64% ","5.50 ","9.25 ","10.88 ","3.75 ",1.92,"0.75 ",1.38,"0.88 ","0.38 ","0.12 ","Hunni-21287",9,4
"149",5,0.4444,"13.4%","12.11 ","4.00 ","00:41 ","4,754 ","11,632 ","6.22 ","20% ","64% ","7.67 ","11.22 ","16.11 ","3.44 ",1.95,"0.56 ",1.56,"1.11 ","0.22 ","0.22 ","Hunni-21287",2,3
"150",1,0,"0.0%","1.00 ","0.00 ","00:02 ","2,108 ","6,143 ","3.00 ","20% ","64% ","2.00 ","2.00 ","2.00 ","1.00 ",0.33,"1.00 ",1,"1.00 ","0.00 ","0.00 ","Hunni-21287",0,1
"151",2,0.6667,"15.8%","9.67 ","4.67 ","01:19 ","3,243 ","10,506 ","5.00 ","20% ","64% ","6.33 ","11.00 ","15.67 ","6.33 ",1.93,"0.67 ",1.33,"1.00 ","0.33 ","0.33 ","Hunni-21287",1,1
"152",2,0.6667,"18.7%","15.00 ","7.00 ","01:23 ","4,966 ","20,498 ","6.00 ","20% ","65% ","10.33 ","21.33 ","28.33 ","11.33 ",2.5,"1.33 ",2,"1.00 ","0.00 ","0.33 ","Hunni-21287",1,1
"153",18,0.5833,"14.5%","8.33 ","3.67 ","01:09 ","2,796 ","11,484 ","6.50 ","13% ","64% ","4.25 ","9.50 ","16.33 ","4.25 ",1.28,"0.67 ",1.83,"1.08 ","0.33 ","0.42 ","Shay-12935",10,8
"154",2,0.6667,"17.7%","10.00 ","4.67 ","01:13 ","2,577 ","9,403 ","8.00 ","13% ","64% ","4.67 ","11.67 ","15.67 ","4.00 ",1.25,"0.33 ",0.67,"0.67 ","0.00 ","0.00 ","Shay-12935",1,1
"155",6,0.5,"0.0%","8.50 ","2.50 ","00:26 ","2,524 ","12,138 ","9.50 ","13% ","65% ","5.00 ","14.00 ","16.00 ","8.50 ",0.89,"0.00 ",2,"0.00 ","1.50 ","0.00 ","Shay-12935",3,3
"156",3,0.8,"15.9%","12.00 ","5.40 ","01:17 ","2,763 ","16,291 ","6.60 ","13% ","65% ","4.80 ","16.20 ","21.60 ","7.00 ",1.82,"0.80 ",1.2,"1.00 ","0.00 ","0.40 ","Shay-12935",2,1
"157",12,0.4,"15.4%","10.60 ","4.40 ","00:59 ","3,309 ","9,912 ","6.80 ","13% ","65% ","6.40 ","11.80 ","14.80 ","4.90 ",1.56,"0.60 ",1.3,"1.00 ","0.20 ","0.10 ","Shay-12935",5,7
"158",8,0.3333,"21.1%","14.50 ","6.00 ","01:09 ","3,296 ","16,014 ","8.00 ","13% ","65% ","8.00 ","17.00 ","18.33 ","6.33 ",1.81,"0.67 ",1.5,"1.17 ","0.00 ","0.33 ","Shay-12935",3,5
"159",15,0.5,"13.8%","12.47 ","5.27 ","00:57 ","3,168 ","13,222 ","7.73 ","13% ","65% ","6.07 ","15.13 ","16.80 ","6.27 ",1.61,"0.60 ",1.6,"1.00 ","0.20 ","0.33 ","Shay-12935",8,7
"160",9,0.6364,"17.1%","12.82 ","6.73 ","01:08 ","4,547 ","12,198 ","6.09 ","19% ","60% ","7.55 ","13.73 ","20.73 ","5.36 ",2.1,"0.36 ",1.27,"1.00 ","0.18 ","0.09 ","Srg-21327",6,3
"161",19,0.5676,"15.9%","14.60 ","5.31 ","00:51 ","4,389 ","11,719 ","7.09 ","19% ","60% ","6.35 ","14.16 ","19.47 ","5.28 ",2.06,"0.45 ",1.37,"0.91 ","0.28 ","0.17 ","Srg-21327",11,8
"162",7,0.5,"6.7%","13.25 ","4.25 ","01:03 ","3,677 ","15,796 ","6.00 ","16% ","61% ","6.00 ","14.75 ","18.50 ","7.25 ",2.21,"0.50 ",1,"1.00 ","0.00 ","0.00 ","Srg-21327",4,3
"163",1,0,"16.4%","14.00 ","5.00 ","01:57 ","7,554 ","17,081 ","10.00 ","18% ","60% ","12.00 ","11.00 ","24.00 ","1.00 ",1.4,"0.00 ",1,"1.00 ","0.00 ","0.00 ","Srg-21327",0,1
"164",1,0,"5.5%","8.00 ","3.00 ","00:02 ","4,407 ","9,539 ","7.00 ","18% ","60% ","6.00 ","11.00 ","21.00 ","4.00 ",1.14,"0.00 ",1,"1.00 ","0.00 ","0.00 ","Srg-21327",0,1
"165",1,0,"21.3%","7.00 ","1.00 ","00:40 ","1,979 ","4,733 ","2.00 ","18% ","60% ","5.00 ","4.00 ","11.00 ","0.00 ",3.5,"0.00 ",1,"0.00 ","1.00 ","1.00 ","Srg-21327",0,1
"166",20,0.4615,"13.1%","12.96 ","4.72 ","00:10 ","4,823 ","11,784 ","7.82 ","27% ","67% ","7.41 ","11.93 ","15.62 ","3.88 ",1.66,"0.78 ",1.28,"0.99 ","-0.04 ","0.31 ","Zorbar-2356",9,11
"167",9,0.7273,"18.1%","16.64 ","9.18 ","01:04 ","5,358 ","14,865 ","4.64 ","24% ","64% ","7.73 ","16.45 ","23.64 ","6.27 ",3.59,"0.82 ",1.45,"1.00 ","0.18 ","0.27 ","DaniK-1710",7,2
"168",8,0.4,"18.9%","11.67 ","4.33 ","00:34 ","5,110 ","11,467 ","6.67 ","24% ","64% ","7.33 ","10.67 ","11.67 ","3.33 ",1.75,"0.50 ",1.5,"0.83 ","0.17 ","0.33 ","DaniK-1710",3,5
"169",5,0.8889,"19.0%","15.67 ","7.11 ","01:16 ","4,263 ","10,100 ","4.56 ","24% ","64% ","6.22 ","12.67 ","16.89 ","3.56 ",3.44,"0.78 ",1.67,"1.22 ","0.22 ","0.22 ","DaniK-1710",4,1
"170",17,0.5,"13.6%","13.85 ","4.35 ","00:49 ","3,942 ","11,506 ","7.05 ","24% ","63% ","6.05 ","14.75 ","15.25 ","5.45 ",1.96,"0.75 ",1.4,"0.95 ","0.15 ","0.30 ","DaniK-1710",8,9
"171",13,0.75,"11.1%","16.75 ","5.50 ","01:02 ","4,941 ","12,422 ","6.75 ","26% ","64% ","6.62 ","15.62 ","20.00 ","6.00 ",2.48,"0.62 ",1.5,"1.00 ","0.12 ","0.50 ","DaniK-1710",10,3
"172",6,0.5,"8.6%","10.00 ","3.00 ","01:02 ","5,382 ","9,156 ","9.00 ","23% ","54% ","5.50 ","11.50 ","12.00 ","4.00 ",1.11,"0.00 ",1.5,"0.50 ","0.00 ","0.50 ","NihaoMahi-3427",3,3
"173",1,1,"23.8%","14.00 ","5.00 ","01:27 ","3,687 ","11,462 ","2.00 ","23% ","54% ","4.00 ","15.00 ","13.00 ","6.00 ",7,"0.00 ",3,"1.00 ","1.00 ","1.00 ","NihaoMahi-3427",1,0
"174",1,1,"2.0%","23.00 ","9.00 ","01:13 ","7,667 ","10,559 ","8.00 ","23% ","54% ","6.00 ","15.00 ","17.00 ","2.00 ",2.88,"1.00 ",3,"1.00 ","0.00 ","2.00 ","NihaoMahi-3427",1,0
"175",6,0.5,"5.6%","13.00 ","1.50 ","00:40 ","5,740 ","10,892 ","4.00 ","23% ","54% ","4.50 ","15.00 ","16.00 ","5.50 ",3.25,"0.50 ",2.5,"1.00 ","1.50 ","0.50 ","NihaoMahi-3427",3,3
"176",6,1,"4.7%","9.50 ","3.00 ","00:18 ","5,706 ","10,442 ","5.50 ","23% ","54% ","5.50 ","8.50 ","7.00 ","3.00 ",1.73,"1.00 ",1.5,"1.00 ","0.00 ","0.50 ","NihaoMahi-3427",6,0
"177",12,0.7778,"14.6%","14.30 ","3.30 ","00:34 ","6,026 ","8,792 ","5.30 ","23% ","54% ","6.80 ","10.40 ","14.10 ","3.40 ",2.7,"0.20 ",1.6,"0.70 ","0.70 ","0.20 ","NihaoMahi-3427",9,3
"178",7,0.75,"3.6%","8.00 ","3.50 ","00:56 ","3,403 ","11,106 ","5.75 ","20% ","66% ","3.25 ","9.75 ","15.25 ","4.25 ",1.39,"0.00 ",1.5,"1.00 ","0.50 ","0.00 ","Boxofrage-2664",5,2
"179",4,0.2857,"9.8%","8.00 ","3.29 ","00:56 ","3,615 ","11,524 ","6.57 ","20% ","66% ","6.71 ","10.57 ","12.43 ","2.71 ",1.22,"0.43 ",1.57,"1.14 ","0.14 ","0.29 ","Boxofrage-2664",1,3
"180",7,0.75,"11.7%","13.75 ","4.00 ","00:39 ","5,708 ","14,508 ","9.00 ","20% ","66% ","4.25 ","14.75 ","18.00 ","6.50 ",1.53,"0.25 ",1.5,"1.00 ","0.00 ","0.50 ","Boxofrage-2664",5,2
"181",7,0.75,"20.5%","15.75 ","9.00 ","01:12 ","4,508 ","10,642 ","6.00 ","20% ","66% ","5.25 ","12.00 ","22.50 ","3.50 ",2.62,"0.50 ",1.5,"1.00 ","0.00 ","0.50 ","Boxofrage-2664",5,2
"182",3,0.6,"6.4%","9.60 ","3.40 ","01:01 ","2,872 ","11,546 ","7.40 ","20% ","65% ","5.20 ","10.20 ","14.60 ","4.80 ",1.3,"0.80 ",1.4,"1.00 ","0.00 ","0.40 ","Boxofrage-2664",2,1
"183",8,0.5,"16.3%","15.33 ","5.83 ","01:05 ","5,525 ","12,370 ","6.83 ","20% ","65% ","6.83 ","15.67 ","19.50 ","5.67 ",2.24,"0.67 ",1.33,"1.00 ","0.17 ","0.17 ","Boxofrage-2664",4,4
"184",16,0.3571,"15.6%","13.43 ","4.79 ","00:45 ","4,847 ","12,164 ","7.36 ","22% ","61% ","6.36 ","12.79 ","16.57 ","4.79 ",1.83,"0.36 ",1.36,"0.64 ","0.43 ","0.29 ","AutumnSouls-4788",6,10
"185",2,0.6667,"8.2%","13.33 ","5.00 ","01:07 ","6,119 ","10,483 ","8.33 ","22% ","61% ","9.67 ","16.00 ","15.00 ","7.00 ",1.6,"0.00 ",1.67,"0.33 ","0.67 ","0.00 ","AutumnSouls-4788",1,1
"186",8,0.3333,"18.6%","15.67 ","5.00 ","00:27 ","5,358 ","10,628 ","8.83 ","22% ","61% ","7.83 ","14.17 ","17.50 ","4.83 ",1.77,"0.17 ",1.67,"0.50 ","0.83 ","0.33 ","AutumnSouls-4788",3,5
"187",1,1,"5.4%","27.00 ","12.00 ","02:56 ","12,690 ","14,767 ","11.00 ","22% ","61% ","5.00 ","21.00 ","31.00 ","8.00 ",2.45,"0.00 ",2,"1.00 ","1.00 ","1.00 ","AutumnSouls-4788",1,0
"188",2,0,"17.0%","10.33 ","3.67 ","00:18 ","4,024 ","10,168 ","6.33 ","22% ","60% ","5.33 ","13.33 ","14.33 ","6.33 ",1.63,"0.67 ",1,"1.00 ","0.00 ","0.00 ","AutumnSouls-4788",0,2
"189",7,0.5,"23.0%","17.00 ","6.25 ","00:57 ","4,809 ","12,265 ","7.75 ","22% ","60% ","6.50 ","16.25 ","21.50 ","5.25 ",2.19,"0.75 ",1,"1.00 ","0.25 ","0.00 ","AutumnSouls-4788",4,3
"190",6,0.5,"11.2%","15.00 ","3.00 ","00:31 ","7,518 ","15,373 ","15.50 ","21% ","59% ","10.00 ","15.50 ","14.50 ","6.50 ",0.97,"0.00 ",1.5,"0.50 ","1.00 ","0.00 ","waffletastic-1857",3,3
"191",7,0.25,"6.6%","8.75 ","3.00 ","00:47 ","4,550 ","7,140 ","9.00 ","21% ","59% ","6.50 ","8.50 ","10.75 ","3.25 ",0.97,"0.25 ",1,"0.50 ","0.25 ","0.25 ","waffletastic-1857",2,5
"192",1,0,"3.2%","16.00 ","5.00 ","00:16 ","9,206 ","15,099 ","15.00 ","21% ","59% ","15.00 ","25.00 ","16.00 ","12.00 ",1.07,"1.00 ",2,"1.00 ","1.00 ","0.00 ","waffletastic-1857",0,1
"193",21,0.5556,"19.3%","15.72 ","6.78 ","01:09 ","5,879 ","11,310 ","8.94 ","21% ","59% ","7.67 ","14.39 ","19.00 ","5.28 ",1.76,"0.50 ",1.61,"0.83 ","0.28 ","0.61 ","waffletastic-1857",12,9
"194",12,0.6,"8.9%","15.70 ","5.80 ","00:49 ","6,010 ","12,145 ","10.20 ","21% ","59% ","9.20 ","18.00 ","20.90 ","7.50 ",1.54,"0.50 ",1.4,"0.80 ","0.30 ","0.20 ","waffletastic-1857",7,5
"195",6,1,"16.0%","13.00 ","7.50 ","01:51 ","5,307 ","10,376 ","5.50 ","22% ","58% ","7.00 ","11.50 ","17.50 ","5.00 ",2.36,"0.50 ",3,"1.00 ","1.00 ","1.50 ","waffletastic-1857",6,0
"196",2,0.6667,"1.2%","8.67 ","2.00 ","00:50 ","4,775 ","14,325 ","5.00 ","24% ","66% ","8.00 ","8.67 ","17.33 ","2.67 ",1.73,"1.00 ",2,"1.00 ","0.67 ","0.00 ","Unique-31913",1,1
"197",6,1,"5.9%","5.50 ","2.50 ","00:42 ","2,209 ","9,320 ","3.00 ","24% ","66% ","4.50 ","7.00 ","11.00 ","2.50 ",1.83,"0.50 ",1.5,"0.50 ","0.50 ","0.50 ","Unique-31913",6,0
"198",1,0,"37.7%","23.00 ","11.00 ","01:19 ","7,582 ","19,625 ","12.00 ","24% ","66% ","12.00 ","21.00 ","27.00 ","8.00 ",1.92,"1.00 ",2,"2.00 ","0.00 ","0.00 ","Unique-31913",0,1
"199",2,0.6667,"3.9%","8.33 ","2.67 ","00:22 ","4,159 ","10,945 ","5.00 ","24% ","66% ","7.33 ","8.67 ","12.67 ","3.67 ",1.67,"0.33 ",2.67,"1.00 ","1.00 ","0.67 ","Unique-31913",1,1
"200",1,1,"2.0%","13.00 ","3.00 ","00:28 ","6,820 ","13,399 ","4.00 ","24% ","66% ","9.00 ","13.00 ","20.00 ","2.00 ",3.25,"0.00 ",2,"0.00 ","2.00 ","1.00 ","Unique-31913",1,0
"201",7,0.25,"3.9%","6.75 ","3.00 ","00:27 ","3,999 ","13,452 ","7.50 ","24% ","66% ","5.75 ","7.25 ","8.75 ","2.50 ",0.9,"0.75 ",1.75,"1.25 ","0.00 ","0.25 ","Unique-31913",2,5
"202",8,0.3333,"18.7%","12.67 ","5.50 ","01:34 ","5,177 ","11,159 ","9.33 ","26% ","68% ","5.83 ","12.17 ","16.00 ","4.50 ",1.36,"0.17 ",1.67,"1.00 ","0.17 ","0.33 ","H3ndr1k-21526",3,5
"203",2,0.6667,"7.3%","16.33 ","2.67 ","00:38 ","6,963 ","15,798 ","9.00 ","26% ","68% ","8.67 ","13.67 ","18.33 ","5.33 ",1.81,"0.67 ",1.33,"1.33 ","0.33 ","0.00 ","H3ndr1k-21526",1,1
"204",12,0.7,"17.9%","13.90 ","5.10 ","01:15 ","4,051 ","14,031 ","6.90 ","20% ","68% ","6.40 ","13.50 ","20.50 ","5.80 ",2.01,"0.90 ",1.6,"0.90 ","0.40 ","0.20 ","Mez-21943",8,4
"205",6,0,"13.5%","16.50 ","8.50 ","01:21 ","7,740 ","15,981 ","9.50 ","21% ","68% ","12.50 ","17.50 ","16.00 ","6.00 ",1.74,"0.50 ",1.5,"1.00 ","0.50 ","0.00 ","Mez-21943",0,6
"206",1,1,"0.3%","9.00 ","4.00 ","00:32 ","4,783 ","10,583 ","11.00 ","20% ","68% ","5.00 ","10.00 ","17.00 ","5.00 ",0.82,"0.00 ",1,"1.00 ","0.00 ","0.00 ","Mez-21943",1,0
"207",7,0.75,"10.3%","8.25 ","4.00 ","00:34 ","2,780 ","11,526 ","4.25 ","20% ","68% ","4.50 ","10.00 ","13.00 ","4.00 ",1.94,"1.00 ",1.25,"1.00 ","0.25 ","0.00 ","Mez-21943",5,2
"208",6,0,"33.3%","21.00 ","10.50 ","01:26 ","9,094 ","16,127 ","13.50 ","21% ","68% ","13.00 ","18.50 ","31.00 ","5.50 ",1.56,"0.50 ",1.5,"0.50 ","1.00 ","0.00 ","Mez-21943",0,6
"209",7,0.5,"27.5%","12.25 ","4.50 ","01:04 ","3,854 ","9,638 ","7.00 ","20% ","68% ","7.25 ","15.50 ","15.75 ","5.25 ",1.75,"0.50 ",1,"0.75 ","0.25 ","0.00 ","Mez-21943",4,3
"210",22,0.6667,"12.8%","12.03 ","4.50 ","01:03 ","4,460 ","11,402 ","6.57 ","21% ","66% ","4.70 ","12.50 ","17.77 ","5.57 ",1.83,"0.40 ",1.53,"0.73 ","0.47 ","0.33 ","M4ssH0le-1813",15,7
"211",2,0,"11.3%","20.00 ","8.67 ","01:08 ","8,320 ","19,460 ","10.33 ","21% ","66% ","11.33 ","20.67 ","26.00 ","9.33 ",1.94,"0.33 ",1.67,"1.33 ","0.00 ","0.33 ","M4ssH0le-1813",0,2
"212",1,0,"0.0%","4.00 ","2.00 ","00:42 ","2,210 ","12,924 ","7.00 ","20% ","66% ","3.00 ","1.00 ","5.00 ","1.00 ",0.57,"0.00 ",1,"1.00 ","0.00 ","0.00 ","M4ssH0le-1813",0,1
"213",1,0,"4.7%","9.00 ","3.00 ","00:06 ","4,063 ","5,376 ","9.00 ","20% ","67% ","3.00 ","7.00 ","12.00 ","4.00 ",1,"0.00 ",1,"1.00 ","0.00 ","0.00 ","M4ssH0le-1813",0,1
"214",7,0.25,"3.1%","12.25 ","3.75 ","00:40 ","4,909 ","10,874 ","9.25 ","20% ","67% ","8.75 ","13.25 ","11.50 ","5.75 ",1.32,"0.25 ",1,"0.75 ","0.00 ","0.25 ","M4ssH0le-1813",2,5
"215",2,1,"10.1%","13.67 ","4.33 ","00:32 ","5,000 ","10,695 ","7.67 ","21% ","60% ","6.00 ","11.33 ","15.67 ","4.67 ",1.78,"1.00 ",2,"1.00 ","0.67 ","0.33 ","Zando-21583",2,0
